	0	8	2	0	65	0	
	1	8	2	0	48	1	
	2	8	2	0	33	2	
	3	8	2	0	18	3	
	4	8	2	0	3	4	
	5	8	2	1	54	5	
	6	8	2	1	37	6	
	7	8	2	1	23	7	
	8	8	2	1	12	8	
	9	8	2	1	9	9	
	10	8	2	1	8	10	
	11	8	2	2	66	11	
	12	8	2	2	49	12	
	13	8	2	2	34	13	
	14	8	2	2	17	14	
	15	8	2	2	2	15	
	16	8	2	3	53	16	
	17	8	2	3	38	17	
	18	8	2	3	21	18	
	19	8	2	3	6	19	
	21	8	3	3	48	21	
	22	8	3	3	4	22	
	24	8	2	3	19	24	
	25	8	2	3	15	25	
	26	8	3	3	16	26	
	27	8	2	3	10	27	
	28	8	3	3	12	28	
	29	8	3	3	7	29	
	30	8	2	3	4	30	
	31	8	3	3	18	31	
	32	8	2	3	2	32	
	34	8	3	3	14	34	
	39	8	3	2	52	39	
	40	8	3	3	47	40	
	41	8	3	3	60	41	
	42	8	3	2	26	42	
	43	8	3	3	64	43	
	44	8	3	2	54	44	
	45	8	3	2	34	45	
	46	8	3	2	6	46	
	47	8	3	2	57	47	
	48	8	3	2	10	48	
	49	8	3	2	15	49	
	50	8	3	2	59	50	
	51	8	3	3	28	51	
	52	8	3	2	40	52	
	53	8	3	3	3	53	
	54	8	3	3	43	54	
	90	2	0	1	42	90	
	281	6	1	3	20	281	
	282	6	1	3	37	282	
	283	6	1	3	52	283	
	288	6	1	2	65	288	
	289	6	1	1	7	289	
	290	6	1	1	9	290	
	291	6	1	1	13	291	
	292	6	1	1	24	292	
	293	6	1	1	38	293	
	300	8	2	0	66	300	
	301	8	2	0	51	301	
	302	8	2	0	34	302	
	303	8	2	0	19	303	
	304	8	2	0	2	304	
	305	8	2	1	55	305	
	306	8	3	1	39	306	
	307	8	3	1	23	307	
	308	8	3	1	14	308	
	309	8	3	1	12	309	
	310	8	3	1	9	310	
	311	8	3	2	65	311	
	312	8	3	2	50	312	
	313	8	3	2	35	313	
	314	8	3	2	18	314	
	315	8	3	2	1	315	
	316	8	3	3	54	316	
	317	8	3	3	37	317	
	319	8	3	3	5	319	
	320	8	3	3	1	320	
	322	8	3	3	36	322	
	323	8	3	2	30	323	
	324	8	3	1	1	324	
	325	8	3	2	44	325	
	326	8	3	2	67	326	
	327	8	3	3	51	327	
	328	8	3	2	49	328	
